YBL056w|550.2.250|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL056w|550.2.282|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL056w|550.2.283|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL058w|550.1.9|902.01.01.02.01.01.02,902.01.01.04.01.03,902.01.09.02|11805826
YBL058w|550.2.261|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL058w|550.2.414|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL058w|550.2.432|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL058w|550.2.433|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL061c|550.2.452|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL063w|140.30.30.10||
YBL063w|550.1.21|902.01.01.02.01.01.02,902.01.01.04.01.03,902.01.09.02|11805826
YBL064c|550.1.97|902.01.01.02.01.01.02,902.01.01.04.01.03,902.01.09.02|11805826
YBL064c|550.2.212|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL066c|550.2.452|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL072c|500.40.20||
YBL074c|440.30.10||
YBL074c|550.1.140|902.01.01.02.01.01.02,902.01.01.04.01.03,902.01.09.02|11805826
YBL074c|550.1.147|902.01.01.02.01.01.02,902.01.01.04.01.03,902.01.09.02|11805826
YBL074c|550.3.62|901.01.01.01,902.01.01.02.01.01.02,902.01.01.04.01.02,902.01.01.04.01.03,902.01.09.02|14759368
YBL075c|550.1.135|902.01.01.02.01.01.02,902.01.01.04.01.03,902.01.09.02|11805826
YBL075c|550.1.148|902.01.01.02.01.01.02,902.01.01.04.01.03,902.01.09.02|11805826
YBL076c|550.1.121|902.01.01.02.01.01.02,902.01.01.04.01.03,902.01.09.02|11805826
YBL076c|550.1.95|902.01.01.02.01.01.02,902.01.01.04.01.03,902.01.09.02|11805826
YBL076c|550.2.244|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL076c|550.2.317|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL076c|550.2.380|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL076c|550.2.506|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL076c|550.2.62|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
YBL076c|550.2.82|902.01.01.02.01.01.02,902.01.01.04.01,902.01.09.02|11805837
